235919008 -> 65275009 | Standardized Lift: 1.0000 | Lift: 433.8748 | Confidence: 1.0000 | Interest: 0.002300
10509002,703151001 -> 84757009 | Standardized Lift: 0.3603 | Lift: 27.0315 | Confidence: 0.5220 | Interest: 0.006862
10509002,128613002 -> 84757009 | Standardized Lift: 0.3603 | Lift: 27.0315 | Confidence: 0.5220 | Interest: 0.006862
1551000119108,271737000 -> 97331000119101 | Standardized Lift: 0.3596 | Lift: 97.6510 | Confidence: 0.3620 | Interest: 0.003007
126906006,40055000 -> 92691004 | Standardized Lift: 0.3566 | Lift: 40.3238 | Confidence: 0.9180 | Interest: 0.008045
162864005,22298006 -> 399211009 | Standardized Lift: 0.3551 | Lift: 46.9187 | Confidence: 1.0000 | Interest: 0.007509
10509002,1551000119108 -> 97331000119101 | Standardized Lift: 0.3543 | Lift: 96.2330 | Confidence: 0.3567 | Interest: 0.001404
127013003,237602007 -> 80394007 | Standardized Lift: 0.3530 | Lift: 12.4707 | Confidence: 0.3795 | Interest: 0.010422
127013003,302870006 -> 80394007 | Standardized Lift: 0.3530 | Lift: 12.4606 | Confidence: 0.3792 | Interest: 0.010421
127013003 -> 80394007 | Standardized Lift: 0.3530 | Lift: 12.4537 | Confidence: 0.3790 | Interest: 0.010421
127013003,44054006 -> 80394007 | Standardized Lift: 0.3530 | Lift: 12.4537 | Confidence: 0.3790 | Interest: 0.010421
237602007,271737000 -> 368581000119106 | Standardized Lift: 0.3521 | Lift: 15.8665 | Confidence: 0.3671 | Interest: 0.017832
127013003,271737000 -> 302870006 | Standardized Lift: 0.3468 | Lift: 15.2290 | Confidence: 0.9997 | Interest: 0.022224
271737000,302870006 -> 368581000119106 | Standardized Lift: 0.3455 | Lift: 15.5874 | Confidence: 0.3606 | Interest: 0.017877
236077008,59621000 -> 6072007 | Standardized Lift: 0.3449 | Lift: 261.7770 | Confidence: 1.0000 | Interest: 0.001316
10509002,237602007 -> 368581000119106 | Standardized Lift: 0.3442 | Lift: 15.5341 | Confidence: 0.3594 | Interest: 0.008638
237602007 -> 368581000119106 | Standardized Lift: 0.3425 | Lift: 15.4623 | Confidence: 0.3577 | Interest: 0.021502
237602007,302870006 -> 368581000119106 | Standardized Lift: 0.3425 | Lift: 15.4623 | Confidence: 0.3577 | Interest: 0.021502
195662009,237602007 -> 368581000119106 | Standardized Lift: 0.3407 | Lift: 15.3848 | Confidence: 0.3559 | Interest: 0.009819
127013003,271737000 -> 44054006 | Standardized Lift: 0.3406 | Lift: 14.9740 | Confidence: 1.0000 | Interest: 0.022203
195662009,196416002 -> 82423001 | Standardized Lift: 0.3399 | Lift: 16.2243 | Confidence: 0.7705 | Interest: 0.015788
124171000119105,195662009 -> 82423001 | Standardized Lift: 0.3396 | Lift: 16.2891 | Confidence: 0.7736 | Interest: 0.015776
124171000119105,195662009 -> 196416002 | Standardized Lift: 0.3391 | Lift: 16.2662 | Confidence: 0.7743 | Interest: 0.015790
126906006,55822004 -> 92691004 | Standardized Lift: 0.3387 | Lift: 40.6794 | Confidence: 0.9261 | Interest: 0.007644
10509002,302870006 -> 368581000119106 | Standardized Lift: 0.3378 | Lift: 15.2647 | Confidence: 0.3531 | Interest: 0.008655
127013003,15777000 -> 80394007 | Standardized Lift: 0.3373 | Lift: 21.2080 | Confidence: 0.6454 | Interest: 0.010097
302870006 -> 368581000119106 | Standardized Lift: 0.3363 | Lift: 15.2005 | Confidence: 0.3516 | Interest: 0.021566
195662009,302870006 -> 368581000119106 | Standardized Lift: 0.3344 | Lift: 15.1191 | Confidence: 0.3498 | Interest: 0.009848
22298006 -> 53741008 | Standardized Lift: 0.3324 | Lift: 16.2613 | Confidence: 0.9625 | Interest: 0.019253
399211009 -> 53741008 | Standardized Lift: 0.3324 | Lift: 16.2613 | Confidence: 0.9625 | Interest: 0.019253
22298006,399211009 -> 53741008 | Standardized Lift: 0.3324 | Lift: 16.2613 | Confidence: 0.9625 | Interest: 0.019253
15777000,368581000119106 -> 422034002 | Standardized Lift: 0.3318 | Lift: 22.3084 | Confidence: 0.3942 | Interest: 0.005774
1551000119108,40055000 -> 97331000119101 | Standardized Lift: 0.3316 | Lift: 102.7964 | Confidence: 0.3811 | Interest: 0.001225
368581000119106 -> 44054006 | Standardized Lift: 0.3309 | Lift: 14.9740 | Confidence: 1.0000 | Interest: 0.021589
271737000,68496003 -> 713197008 | Standardized Lift: 0.3305 | Lift: 15.4382 | Confidence: 0.3455 | Interest: 0.012705
302870006,368581000119106 -> 44054006 | Standardized Lift: 0.3302 | Lift: 14.9740 | Confidence: 1.0000 | Interest: 0.021543
237602007,368581000119106 -> 44054006 | Standardized Lift: 0.3288 | Lift: 14.9740 | Confidence: 1.0000 | Interest: 0.021453
126906006,254637007 -> 424132000 | Standardized Lift: 0.3277 | Lift: 90.7471 | Confidence: 0.9993 | Interest: 0.003595
126906006,162573006 -> 254637007 | Standardized Lift: 0.3274 | Lift: 76.7494 | Confidence: 0.8454 | Interest: 0.003590
126906006,162573006 -> 424132000 | Standardized Lift: 0.3272 | Lift: 76.7187 | Confidence: 0.8448 | Interest: 0.003588
237602007,431855005 -> 80394007 | Standardized Lift: 0.3256 | Lift: 12.3527 | Confidence: 0.3759 | Interest: 0.009633
302870006,431855005 -> 80394007 | Standardized Lift: 0.3256 | Lift: 12.3428 | Confidence: 0.3756 | Interest: 0.009632
431855005 -> 80394007 | Standardized Lift: 0.3256 | Lift: 12.3359 | Confidence: 0.3754 | Interest: 0.009632
127013003,431855005 -> 80394007 | Standardized Lift: 0.3256 | Lift: 12.3359 | Confidence: 0.3754 | Interest: 0.009632
431855005,44054006 -> 80394007 | Standardized Lift: 0.3256 | Lift: 12.3359 | Confidence: 0.3754 | Interest: 0.009632
271737000,431855005 -> 44054006 | Standardized Lift: 0.3182 | Lift: 14.9740 | Confidence: 1.0000 | Interest: 0.020774
1551000119108,368581000119106 -> 422034002 | Standardized Lift: 0.3166 | Lift: 56.5887 | Confidence: 1.0000 | Interest: 0.005563
271737000,368581000119106 -> 80394007 | Standardized Lift: 0.3148 | Lift: 17.1416 | Confidence: 0.5216 | Interest: 0.009396
1551000119108,19169002 -> 97331000119101 | Standardized Lift: 0.3128 | Lift: 107.9235 | Confidence: 0.4001 | Interest: 0.001156
1501000119109,271737000 -> 97331000119101 | Standardized Lift: 0.3117 | Lift: 144.7382 | Confidence: 0.5365 | Interest: 0.001153
15777000,431855005 -> 80394007 | Standardized Lift: 0.3108 | Lift: 21.0598 | Confidence: 0.6409 | Interest: 0.009314
254637007,40055000 -> 424132000 | Standardized Lift: 0.3095 | Lift: 90.7890 | Confidence: 0.9997 | Interest: 0.003397
162573006,40055000 -> 424132000 | Standardized Lift: 0.3091 | Lift: 76.7739 | Confidence: 0.8454 | Interest: 0.003390
40055000,431856006 -> 90781000119102 | Standardized Lift: 0.3083 | Lift: 238.1358 | Confidence: 1.0000 | Interest: 0.001293
127013003,40055000 -> 431855005 | Standardized Lift: 0.3081 | Lift: 33.3703 | Confidence: 0.9317 | Interest: 0.008521
195662009,196416002 -> 55680006 | Standardized Lift: 0.3078 | Lift: 14.7900 | Confidence: 0.6820 | Interest: 0.013886
124171000119105,195662009 -> 55680006 | Standardized Lift: 0.3078 | Lift: 14.8566 | Confidence: 0.6851 | Interest: 0.013884
443165006 -> 64859006 | Standardized Lift: 0.3018 | Lift: 20.9323 | Confidence: 1.0000 | Interest: 0.014205
237602007,40055000 -> 431855005 | Standardized Lift: 0.3010 | Lift: 16.4860 | Confidence: 0.4603 | Interest: 0.008244
302870006,40055000 -> 431855005 | Standardized Lift: 0.3009 | Lift: 16.2220 | Confidence: 0.4529 | Interest: 0.008238
236077008,363406005 -> 6072007 | Standardized Lift: 0.3000 | Lift: 261.7770 | Confidence: 1.0000 | Interest: 0.001145
195662009,55680006 -> 82423001 | Standardized Lift: 0.2998 | Lift: 14.9211 | Confidence: 0.7086 | Interest: 0.013938
10509002,196416002 -> 82423001 | Standardized Lift: 0.2992 | Lift: 16.2455 | Confidence: 0.7715 | Interest: 0.013936
10509002,124171000119105 -> 196416002 | Standardized Lift: 0.2987 | Lift: 16.2972 | Confidence: 0.7758 | Interest: 0.013949
127013003,271737000 -> 368581000119106 | Standardized Lift: 0.2987 | Lift: 13.6143 | Confidence: 0.3149 | Interest: 0.006943
10509002,124171000119105 -> 82423001 | Standardized Lift: 0.2987 | Lift: 16.2962 | Confidence: 0.7739 | Interest: 0.013914
127013003,368581000119106 -> 431855005 | Standardized Lift: 0.2978 | Lift: 33.9630 | Confidence: 0.9483 | Interest: 0.008241
428251008,59621000 -> 74400008 | Standardized Lift: 0.2964 | Lift: 21.4633 | Confidence: 1.0000 | Interest: 0.013613
127013003,1551000119108 -> 97331000119101 | Standardized Lift: 0.2961 | Lift: 86.8494 | Confidence: 0.3219 | Interest: 0.001094
237602007,422034002 -> 80394007 | Standardized Lift: 0.2940 | Lift: 17.4372 | Confidence: 0.5306 | Interest: 0.008790
302870006,422034002 -> 80394007 | Standardized Lift: 0.2940 | Lift: 17.3765 | Confidence: 0.5288 | Interest: 0.008788
422034002 -> 80394007 | Standardized Lift: 0.2939 | Lift: 17.3400 | Confidence: 0.5277 | Interest: 0.008787
422034002,44054006 -> 80394007 | Standardized Lift: 0.2939 | Lift: 17.3400 | Confidence: 0.5277 | Interest: 0.008787
237602007,40055000 -> 80394007 | Standardized Lift: 0.2933 | Lift: 16.0912 | Confidence: 0.4897 | Interest: 0.008756
15777000,428251008 -> 47693006 | Standardized Lift: 0.2932 | Lift: 21.7843 | Confidence: 0.3030 | Interest: 0.005447
302870006,40055000 -> 80394007 | Standardized Lift: 0.2931 | Lift: 15.8273 | Confidence: 0.4816 | Interest: 0.008746
40055000,44054006 -> 80394007 | Standardized Lift: 0.2930 | Lift: 15.7341 | Confidence: 0.4788 | Interest: 0.008743
40055000,68496003 -> 713197008 | Standardized Lift: 0.2925 | Lift: 13.7795 | Confidence: 0.3083 | Interest: 0.006933
271737000,428251008 -> 47693006 | Standardized Lift: 0.2912 | Lift: 21.6392 | Confidence: 0.3010 | Interest: 0.005391
428251008,444814009 -> 47693006 | Standardized Lift: 0.2909 | Lift: 21.6223 | Confidence: 0.3008 | Interest: 0.008848
162864005,428251008 -> 47693006 | Standardized Lift: 0.2907 | Lift: 21.6090 | Confidence: 0.3006 | Interest: 0.005514
47693006 -> 74400008 | Standardized Lift: 0.2887 | Lift: 21.4633 | Confidence: 1.0000 | Interest: 0.013263
428251008 -> 47693006 | Standardized Lift: 0.2887 | Lift: 21.4633 | Confidence: 0.2986 | Interest: 0.013263
428251008,47693006 -> 74400008 | Standardized Lift: 0.2887 | Lift: 21.4633 | Confidence: 1.0000 | Interest: 0.013263
195662009,428251008 -> 47693006 | Standardized Lift: 0.2882 | Lift: 21.4275 | Confidence: 0.2981 | Interest: 0.006037
237602007,368581000119106 -> 431855005 | Standardized Lift: 0.2877 | Lift: 13.2259 | Confidence: 0.3693 | Interest: 0.007847
302870006,368581000119106 -> 431855005 | Standardized Lift: 0.2877 | Lift: 13.1736 | Confidence: 0.3678 | Interest: 0.007846
368581000119106 -> 431855005 | Standardized Lift: 0.2876 | Lift: 13.1456 | Confidence: 0.3670 | Interest: 0.007845
10509002,68496003 -> 713197008 | Standardized Lift: 0.2876 | Lift: 13.5634 | Confidence: 0.3035 | Interest: 0.008232
162864005,68496003 -> 713197008 | Standardized Lift: 0.2872 | Lift: 13.5462 | Confidence: 0.3031 | Interest: 0.010829
68496003 -> 713197008 | Standardized Lift: 0.2867 | Lift: 13.5252 | Confidence: 0.3027 | Interest: 0.020722
127013003,271737000 -> 80394007 | Standardized Lift: 0.2867 | Lift: 12.7623 | Confidence: 0.3884 | Interest: 0.008516
15777000,422034002 -> 80394007 | Standardized Lift: 0.2862 | Lift: 24.9624 | Confidence: 0.7596 | Interest: 0.008606
444814009,68496003 -> 713197008 | Standardized Lift: 0.2862 | Lift: 13.5028 | Confidence: 0.3022 | Interest: 0.013786
15777000,68496003 -> 713197008 | Standardized Lift: 0.2861 | Lift: 13.4975 | Confidence: 0.3020 | Interest: 0.010818
195662009,68496003 -> 713197008 | Standardized Lift: 0.2858 | Lift: 13.4862 | Confidence: 0.3018 | Interest: 0.009409
59621000,68496003 -> 713197008 | Standardized Lift: 0.2858 | Lift: 13.4856 | Confidence: 0.3018 | Interest: 0.006820
10509002,428251008 -> 47693006 | Standardized Lift: 0.2855 | Lift: 21.2384 | Confidence: 0.2954 | Interest: 0.005266
236077008,40055000 -> 6072007 | Standardized Lift: 0.2848 | Lift: 261.7770 | Confidence: 1.0000 | Interest: 0.001087
15777000,237602007 -> 422034002 | Standardized Lift: 0.2847 | Lift: 16.8251 | Confidence: 0.2973 | Interest: 0.011069
1551000119108,431855005 -> 97331000119101 | Standardized Lift: 0.2836 | Lift: 86.5829 | Confidence: 0.3210 | Interest: 0.001048
127013003,237602007 -> 368581000119106 | Standardized Lift: 0.2833 | Lift: 12.9611 | Confidence: 0.2998 | Interest: 0.008262
127013003,302870006 -> 368581000119106 | Standardized Lift: 0.2831 | Lift: 12.9531 | Confidence: 0.2997 | Interest: 0.008263
127013003 -> 368581000119106 | Standardized Lift: 0.2829 | Lift: 12.9460 | Confidence: 0.2995 | Interest: 0.008262
55822004,68496003 -> 713197008 | Standardized Lift: 0.2804 | Lift: 14.1568 | Confidence: 0.3168 | Interest: 0.006143
15777000,302870006 -> 422034002 | Standardized Lift: 0.2802 | Lift: 16.5759 | Confidence: 0.2929 | Interest: 0.011079
19169002,68496003 -> 713197008 | Standardized Lift: 0.2795 | Lift: 14.0143 | Confidence: 0.3136 | Interest: 0.006123
1551000119108,55822004 -> 97331000119101 | Standardized Lift: 0.2792 | Lift: 107.1258 | Confidence: 0.3971 | Interest: 0.001032
124171000119105,162864005 -> 55680006 | Standardized Lift: 0.2757 | Lift: 16.0440 | Confidence: 0.7399 | Interest: 0.012485
162864005,196416002 -> 55680006 | Standardized Lift: 0.2753 | Lift: 15.9603 | Confidence: 0.7360 | Interest: 0.012464
237602007,40055000 -> 422034002 | Standardized Lift: 0.2750 | Lift: 16.2894 | Confidence: 0.2879 | Interest: 0.005151
359817006 -> 443165006 | Standardized Lift: 0.2745 | Lift: 24.9945 | Confidence: 0.3729 | Interest: 0.004048
302870006,40055000 -> 44054006 | Standardized Lift: 0.2732 | Lift: 14.8191 | Confidence: 0.9897 | Interest: 0.017889
124171000119105,162864005 -> 82423001 | Standardized Lift: 0.2728 | Lift: 15.8866 | Confidence: 0.7545 | Interest: 0.012723
271737000,368581000119106 -> 44054006 | Standardized Lift: 0.2725 | Lift: 14.9740 | Confidence: 1.0000 | Interest: 0.017850
162864005,196416002 -> 82423001 | Standardized Lift: 0.2723 | Lift: 15.7972 | Confidence: 0.7502 | Interest: 0.012696
124171000119105,162864005 -> 196416002 | Standardized Lift: 0.2715 | Lift: 15.8136 | Confidence: 0.7528 | Interest: 0.012691
302870006,40055000 -> 422034002 | Standardized Lift: 0.2711 | Lift: 16.0702 | Confidence: 0.2840 | Interest: 0.005162
15777000,195662009 -> 271737000 | Standardized Lift: 0.2709 | Lift: 2.6621 | Confidence: 0.8173 | Interest: 0.071511
237602007,40055000 -> 44054006 | Standardized Lift: 0.2707 | Lift: 14.9292 | Confidence: 0.9970 | Interest: 0.017735
10509002,196416002 -> 55680006 | Standardized Lift: 0.2704 | Lift: 14.7767 | Confidence: 0.6814 | Interest: 0.012229
368581000119106,422034002 -> 97331000119101 | Standardized Lift: 0.2697 | Lift: 73.4826 | Confidence: 0.2724 | Interest: 0.002322
10509002,124171000119105 -> 55680006 | Standardized Lift: 0.2691 | Lift: 14.7783 | Confidence: 0.6815 | Interest: 0.012171
19169002,236077008 -> 6072007 | Standardized Lift: 0.2686 | Lift: 261.7770 | Confidence: 1.0000 | Interest: 0.001025
237602007,271737000 -> 422034002 | Standardized Lift: 0.2681 | Lift: 15.9058 | Confidence: 0.2811 | Interest: 0.013657
124171000119105,15777000 -> 55680006 | Standardized Lift: 0.2662 | Lift: 15.8627 | Confidence: 0.7315 | Interest: 0.012059
162864005,55680006 -> 82423001 | Standardized Lift: 0.2660 | Lift: 14.5890 | Confidence: 0.6928 | Interest: 0.012391
1501000119109,15777000 -> 97331000119101 | Standardized Lift: 0.2650 | Lift: 143.0839 | Confidence: 0.5304 | Interest: 0.000981
15777000,196416002 -> 55680006 | Standardized Lift: 0.2650 | Lift: 15.9395 | Confidence: 0.7351 | Interest: 0.012007
271737000,431855005 -> 80394007 | Standardized Lift: 0.2648 | Lift: 12.6325 | Confidence: 0.3844 | Interest: 0.007880
124171000119105,15777000 -> 82423001 | Standardized Lift: 0.2641 | Lift: 15.7497 | Confidence: 0.7480 | Interest: 0.012324
15777000,196416002 -> 82423001 | Standardized Lift: 0.2633 | Lift: 15.8464 | Confidence: 0.7526 | Interest: 0.012288
271737000,302870006 -> 422034002 | Standardized Lift: 0.2631 | Lift: 15.6227 | Confidence: 0.2761 | Interest: 0.013689
363406005,68496003 -> 713197008 | Standardized Lift: 0.2629 | Lift: 44.6890 | Confidence: 1.0000 | Interest: 0.005848
124171000119105,15777000 -> 196416002 | Standardized Lift: 0.2628 | Lift: 15.6731 | Confidence: 0.7461 | Interest: 0.012289
363406005 -> 713197008 | Standardized Lift: 0.2620 | Lift: 37.4880 | Confidence: 0.8389 | Interest: 0.005822
1501000119109,368581000119106 -> 97331000119101 | Standardized Lift: 0.2616 | Lift: 155.6518 | Confidence: 0.5770 | Interest: 0.000968
10509002,55680006 -> 82423001 | Standardized Lift: 0.2612 | Lift: 14.7913 | Confidence: 0.7024 | Interest: 0.012175
124171000119105,271737000 -> 82423001 | Standardized Lift: 0.2609 | Lift: 15.8289 | Confidence: 0.7517 | Interest: 0.012178
40055000,410429000 -> 429007001 | Standardized Lift: 0.2608 | Lift: 26.8225 | Confidence: 1.0000 | Interest: 0.009625
196416002,271737000 -> 82423001 | Standardized Lift: 0.2604 | Lift: 15.8990 | Confidence: 0.7551 | Interest: 0.012155
237602007 -> 422034002 | Standardized Lift: 0.2604 | Lift: 15.4732 | Confidence: 0.2734 | Interest: 0.016437
237602007,302870006 -> 422034002 | Standardized Lift: 0.2604 | Lift: 15.4732 | Confidence: 0.2734 | Interest: 0.016437
162864005,703151001 -> 84757009 | Standardized Lift: 0.2603 | Lift: 27.2305 | Confidence: 0.5258 | Interest: 0.004977
128613002,162864005 -> 84757009 | Standardized Lift: 0.2603 | Lift: 27.2305 | Confidence: 0.5258 | Interest: 0.004977
124171000119105,271737000 -> 55680006 | Standardized Lift: 0.2602 | Lift: 15.7875 | Confidence: 0.7280 | Interest: 0.011793
196416002,271737000 -> 55680006 | Standardized Lift: 0.2599 | Lift: 15.8705 | Confidence: 0.7319 | Interest: 0.011781
128613002,162864005 -> 703151001 | Standardized Lift: 0.2592 | Lift: 27.1140 | Confidence: 1.0000 | Interest: 0.009464
1501000119109 -> 1551000119108 | Standardized Lift: 0.2573 | Lift: 98.8960 | Confidence: 1.0000 | Interest: 0.002595
40055000,428251008 -> 47693006 | Standardized Lift: 0.2571 | Lift: 21.6329 | Confidence: 0.3009 | Interest: 0.003533
15777000,55680006 -> 82423001 | Standardized Lift: 0.2571 | Lift: 14.5053 | Confidence: 0.6889 | Interest: 0.011981
10509002,237602007 -> 422034002 | Standardized Lift: 0.2561 | Lift: 15.2380 | Confidence: 0.2693 | Interest: 0.006464
195662009,237602007 -> 422034002 | Standardized Lift: 0.2561 | Lift: 15.2378 | Confidence: 0.2693 | Interest: 0.007424
1551000119108,195662009 -> 422034002 | Standardized Lift: 0.2558 | Lift: 56.5887 | Confidence: 1.0000 | Interest: 0.004499
302870006 -> 422034002 | Standardized Lift: 0.2555 | Lift: 15.2009 | Confidence: 0.2686 | Interest: 0.016474
19169002,302870006 -> 422034002 | Standardized Lift: 0.2550 | Lift: 17.6358 | Confidence: 0.3116 | Interest: 0.004439
40055000,428251008 -> 74400008 | Standardized Lift: 0.2550 | Lift: 21.4633 | Confidence: 1.0000 | Interest: 0.011736
19169002,237602007 -> 422034002 | Standardized Lift: 0.2550 | Lift: 17.9054 | Confidence: 0.3164 | Interest: 0.004439
1501000119109,444814009 -> 97331000119101 | Standardized Lift: 0.2532 | Lift: 145.5472 | Confidence: 0.5395 | Interest: 0.000937
368581000119106,444814009 -> 80394007 | Standardized Lift: 0.2532 | Lift: 17.0876 | Confidence: 0.5200 | Interest: 0.007585
431856006,55822004 -> 90781000119102 | Standardized Lift: 0.2531 | Lift: 238.1358 | Confidence: 1.0000 | Interest: 0.001062
19169002,302870006 -> 368581000119106 | Standardized Lift: 0.2519 | Lift: 17.4288 | Confidence: 0.4032 | Interest: 0.005738
128613002,271737000 -> 84757009 | Standardized Lift: 0.2516 | Lift: 27.2044 | Confidence: 0.5253 | Interest: 0.004812
271737000,703151001 -> 84757009 | Standardized Lift: 0.2516 | Lift: 27.2044 | Confidence: 0.5253 | Interest: 0.004812
19169002,237602007 -> 368581000119106 | Standardized Lift: 0.2515 | Lift: 17.6789 | Confidence: 0.4090 | Interest: 0.005733
10509002,302870006 -> 422034002 | Standardized Lift: 0.2515 | Lift: 14.9803 | Confidence: 0.2647 | Interest: 0.006479
422034002 -> 44054006 | Standardized Lift: 0.2514 | Lift: 14.9740 | Confidence: 1.0000 | Interest: 0.016491
271737000,55680006 -> 82423001 | Standardized Lift: 0.2513 | Lift: 14.5896 | Confidence: 0.6929 | Interest: 0.011717
195662009,302870006 -> 422034002 | Standardized Lift: 0.2511 | Lift: 14.9607 | Confidence: 0.2644 | Interest: 0.007438
302870006,422034002 -> 44054006 | Standardized Lift: 0.2508 | Lift: 14.9740 | Confidence: 1.0000 | Interest: 0.016457
128613002,271737000 -> 703151001 | Standardized Lift: 0.2507 | Lift: 27.1140 | Confidence: 1.0000 | Interest: 0.009160
19169002 -> 72892002 | Standardized Lift: 0.2503 | Lift: 2.1847 | Confidence: 0.3876 | Interest: 0.036661
237602007,422034002 -> 44054006 | Standardized Lift: 0.2500 | Lift: 14.9740 | Confidence: 1.0000 | Interest: 0.016399
128613002,15777000 -> 703151001 | Standardized Lift: 0.2474 | Lift: 27.1140 | Confidence: 1.0000 | Interest: 0.009038
15777000,703151001 -> 84757009 | Standardized Lift: 0.2473 | Lift: 27.1076 | Confidence: 0.5234 | Interest: 0.004731
128613002,15777000 -> 84757009 | Standardized Lift: 0.2473 | Lift: 27.1076 | Confidence: 0.5234 | Interest: 0.004731
233604007 -> 26929004 | Standardized Lift: 0.2463 | Lift: 26.2707 | Confidence: 0.7885 | Interest: 0.007323
422034002,55822004 -> 97331000119101 | Standardized Lift: 0.2460 | Lift: 67.1083 | Confidence: 0.2488 | Interest: 0.001026
162864005,237602007 -> 302870006 | Standardized Lift: 0.2450 | Lift: 15.2329 | Confidence: 1.0000 | Interest: 0.015811
19169002,422034002 -> 97331000119101 | Standardized Lift: 0.2449 | Lift: 66.8117 | Confidence: 0.2477 | Interest: 0.001150
271737000,422034002 -> 80394007 | Standardized Lift: 0.2431 | Lift: 17.3583 | Confidence: 0.5282 | Interest: 0.007290
127013003,15777000 -> 237602007 | Standardized Lift: 0.2428 | Lift: 15.5476 | Confidence: 0.9992 | Interest: 0.015351
19169002,237602007 -> 80394007 | Standardized Lift: 0.2409 | Lift: 16.9705 | Confidence: 0.5164 | Interest: 0.007221
19169002,302870006 -> 80394007 | Standardized Lift: 0.2407 | Lift: 16.6996 | Confidence: 0.5082 | Interest: 0.007213
19169002,44054006 -> 80394007 | Standardized Lift: 0.2406 | Lift: 16.5999 | Confidence: 0.5051 | Interest: 0.007211
126906006,302870006 -> 92691004 | Standardized Lift: 0.2401 | Lift: 40.0687 | Confidence: 0.9122 | Interest: 0.005434
271737000,368581000119106 -> 431855005 | Standardized Lift: 0.2399 | Lift: 13.3025 | Confidence: 0.3714 | Interest: 0.006570
126906006,237602007 -> 92691004 | Standardized Lift: 0.2388 | Lift: 40.0552 | Confidence: 0.9119 | Interest: 0.005404
162864005,302870006 -> 44054006 | Standardized Lift: 0.2380 | Lift: 14.8249 | Confidence: 0.9900 | Interest: 0.015624
162864005,237602007 -> 44054006 | Standardized Lift: 0.2380 | Lift: 14.8249 | Confidence: 0.9900 | Interest: 0.015624
126906006,44054006 -> 92691004 | Standardized Lift: 0.2380 | Lift: 40.0425 | Confidence: 0.9116 | Interest: 0.005385
127013003,15777000 -> 302870006 | Standardized Lift: 0.2374 | Lift: 15.2241 | Confidence: 0.9994 | Interest: 0.015331
1551000119108 -> 368581000119106 | Standardized Lift: 0.2371 | Lift: 24.2079 | Confidence: 0.5600 | Interest: 0.005429
1551000119108,302870006 -> 368581000119106 | Standardized Lift: 0.2371 | Lift: 24.2079 | Confidence: 0.5600 | Interest: 0.005429
1551000119108,237602007 -> 368581000119106 | Standardized Lift: 0.2370 | Lift: 24.2498 | Confidence: 0.5610 | Interest: 0.005428
109838007 -> 713197008 | Standardized Lift: 0.2351 | Lift: 34.1484 | Confidence: 0.7641 | Interest: 0.005224
109838007,68496003 -> 713197008 | Standardized Lift: 0.2351 | Lift: 34.1484 | Confidence: 0.7641 | Interest: 0.005224
127013003,444814009 -> 80394007 | Standardized Lift: 0.2350 | Lift: 12.5424 | Confidence: 0.3817 | Interest: 0.007007
126906006,449868002 -> 92691004 | Standardized Lift: 0.2340 | Lift: 40.2041 | Confidence: 0.9153 | Interest: 0.005296
127013003,15777000 -> 44054006 | Standardized Lift: 0.2333 | Lift: 14.9740 | Confidence: 1.0000 | Interest: 0.015322
162864005,431856006 -> 90781000119102 | Standardized Lift: 0.2315 | Lift: 238.1358 | Confidence: 1.0000 | Interest: 0.000971
10509002,15777000 -> 271737000 | Standardized Lift: 0.2313 | Lift: 2.6665 | Confidence: 0.8186 | Interest: 0.062364
449868002 -> 92691004 | Standardized Lift: 0.2294 | Lift: 20.1020 | Confidence: 0.4576 | Interest: 0.005161
127013003,162864005 -> 431855005 | Standardized Lift: 0.2291 | Lift: 33.3637 | Confidence: 0.9316 | Interest: 0.006353
126906006 -> 449868002 | Standardized Lift: 0.2281 | Lift: 19.9899 | Confidence: 0.2372 | Interest: 0.005637
126906006,162864005 -> 449868002 | Standardized Lift: 0.2270 | Lift: 20.4807 | Confidence: 0.2431 | Interest: 0.002663
126906006,444814009 -> 449868002 | Standardized Lift: 0.2259 | Lift: 19.8122 | Confidence: 0.2351 | Interest: 0.003703
233678006 -> 24079001 | Standardized Lift: 0.2255 | Lift: 13.5387 | Confidence: 0.2392 | Interest: 0.004928
127013003,422034002 -> 431855005 | Standardized Lift: 0.2250 | Lift: 34.0401 | Confidence: 0.9504 | Interest: 0.006239
127013003,271737000 -> 422034002 | Standardized Lift: 0.2248 | Lift: 13.4974 | Confidence: 0.2385 | Interest: 0.005254
126906006,15777000 -> 449868002 | Standardized Lift: 0.2239 | Lift: 19.6412 | Confidence: 0.2331 | Interest: 0.003293
126906006,271737000 -> 449868002 | Standardized Lift: 0.2237 | Lift: 19.6229 | Confidence: 0.2329 | Interest: 0.003843
124171000119105,59621000 -> 82423001 | Standardized Lift: 0.2226 | Lift: 16.1419 | Confidence: 0.7666 | Interest: 0.010420
196416002,59621000 -> 82423001 | Standardized Lift: 0.2223 | Lift: 16.0313 | Confidence: 0.7613 | Interest: 0.010403
10509002,1551000119108 -> 422034002 | Standardized Lift: 0.2219 | Lift: 56.5887 | Confidence: 1.0000 | Interest: 0.003906
126906006,127013003 -> 92691004 | Standardized Lift: 0.2219 | Lift: 40.2103 | Confidence: 0.9154 | Interest: 0.005023
40055000,422034002 -> 97331000119101 | Standardized Lift: 0.2215 | Lift: 60.5405 | Confidence: 0.2244 | Interest: 0.001217
